"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"318","2025-03-31 11:48:30","7","en","1428418849","2025-03-31 11:18:59","2025-03-31 11:48:30","Yes, I am involved in research","Yes, I agree to participate in the study","36","Female","","I have no children",,"France","INRAE","Social Sciences & Humanities","Developmental Psychology","PhD","","2014","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","65","5","15","10","5",,,"Yes",,"70","65","No","No","Yes","Yes","No","Yes","No","No","No","70","70","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","","50","60","No","Yes","No","Yes","No","Yes","No","","","1","","","1","","","1","","1","","","1","","","","1","","","1","","","1","","80","80","50","85","50","85","80","80","70","70","60","65","50","1774.34","1200.33",,,"163.83",,,,,,,,,,,,,,,,,,,,,"102.6",,,,,,"201.06",,,,,,"43.97",,,,,,,"33.58",,,"28.97",
"325","2025-03-31 14:24:57","7","en","1973286215","2025-03-31 14:17:45","2025-03-31 14:24:57","Yes, I am involved in research","Yes, I agree to participate in the study","25","Female","","I have no children",,"United Kingdom","University of Sussex","Social Sciences & Humanities","Psychology","Master","","NA","Master student/Research assistant","",,,"No","No","Yes","","50","0","50","0","0","Yes","15","Yes",,"75","75","No","No","Yes","Yes","No","Yes","No","No","No","90","80","No","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","","0","0","No","Yes","No","No","Yes","No","No","","1","","","","","1","1","","","1","","","","1","","","1","","","1","","","1","","30","25","0","0","35","65","70","90","85","80","45","80","100","435.23","12.38",,,"136.84",,,,,,,,,,,,,,,,,,,,,"114.37",,,,,,"103.19",,,,,,"28.9",,,,,,,"11.88",,,"27.67",
"328","2025-03-31 17:06:36","7","en","1080565553","2025-03-31 16:59:59","2025-03-31 17:06:36","Yes, I am involved in research","Yes, I agree to participate in the study","45","Female","","2","I did not take any parental leave","Dijon","INRAE","Social Sciences & Humanities","Cognitive psychology","PhD","","2002","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","80","0","10","10","0",,,"Yes","80","80","90","No","Yes","Yes","Yes","No","No","No","No","No","90","90","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","","5","70","No","Yes","Yes","No","No","No","Yes","","","1","","1","","","","","1","","1","","1","","","","","1","","1","","1","","","60","85","30","100","70","90","100","100","70","100","40","10","55","400.05","11.92",,,"154.76",,,,,,,,,,,,,,,,,,,,,"62.36",,,,,,"77.7",,,,,,"39.95",,,,,,,"17.75",,,"35.61",
"329","2025-03-31 18:38:27","7","en","1129600166","2025-03-31 18:24:38","2025-03-31 18:38:27","Yes, I am involved in research","Yes, I agree to participate in the study","29","Female","","I have no children",,"France","","Life Sciences","Neurosciences","PhD","","2020","Postdoc (fixed term)","",,,"No","Yes","No","yes","50","10","5","5","30","Yes","70","Yes",,"85","70","No","No","Yes","Yes","No","Yes","No","No","No","90","100","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","","80","80","Yes","Yes","No","Yes","Yes","No","No","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","","1","","100","80","70","90","100","100","100","100","95","95","70","85","55","830.26","100.86",,,"330.46",,,,,,,,,,,,,,,,,,,,,"141.92",,,,,,"115.25",,,,,,"52.63",,,,,,,"20.05",,,"69.09",
"338","2025-03-31 22:12:44","7","en","1580620242","2025-03-31 22:03:09","2025-03-31 22:12:44","Yes, I am involved in research","Yes, I agree to participate in the study","39","Male","","2","Between 3 months and 6 months","france","upjv","Social Sciences & Humanities","neuropsy","PhD","","2016","Engineer (fixed term)","",,,"No","No","Yes","","20","15","25","10","30",,,"Yes",,"10","15","Yes","No","No","Yes","No","No","Yes","No","No","75","70","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I am not familiar with it","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","getting our head the F. out of measuring scientific value on quantitative aspect (e.g., H-index) on publication, publishing all, systematic registered report","0","0","No","Yes","Yes","No","Yes","No","No","","","","1","1","1","","","","1","1","1","","","1","","","","1","","","1","","","1","0","65","0","75","100","0","0","75","70","70","70","15","100","578.3","16.31",,,"150.41",,,,,,,,,,,,,,,,,,,,,"253.93",,,,,,"64.25",,,,,,"49.82",,,,,,,"18.54",,,"25.04",
"339","2025-04-01 06:42:06","7","en","1783768357","2025-04-01 06:31:20","2025-04-01 06:42:06","Yes, I am involved in research","Yes, I agree to participate in the study","28","Male","","I have no children",,"France","Université Bourgogne Europe","Life Sciences","Psychology of food choices ","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","85","0","5","5","5","I don't know","20","Yes",,"70","60","No","No","Yes","Yes","No","Yes","No","No","No","68","85","Yes","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","","36","50","No","Yes","No","No","Yes","Yes","No","","","1","","1","","","1","1","","1","","","1","1","","1","","","1","1","","","1","","70","100","100","90","90","92","70","96","41","62","92","63","77","649.18","90.25",,,"230.76",,,,,,,,,,,,,,,,,,,,,"116.71",,,,,,"128.06",,,,,,"37.85",,,,,,,"23.12",,,"22.43",
"342","2025-04-01 08:55:55","7","en","1725240801","2025-04-01 08:20:12","2025-04-01 08:55:55","Yes, I am involved in research","Yes, I agree to participate in the study","36","Male","","1","Between 1 month and 3 months","France","Univeristy of Tours","Life Sciences","Cognitive Neurosciences","PhD","","2014","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","No"," socio-ecological transition referent","20","40","20","5","15",,,"Yes","55","49","61","No","No","No","Yes","No","Yes","No","Yes","No","75","90","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","","90","90","No","Yes","Yes","No","No","Yes","No","","","","1","","1","","1","","","","1","","","1","","","1","","","1","","","","1","100","100","100","100","100","100","95","55","90","70","20","60","4","2145.88","1324.29",,,"439.64",,,,,,,,,,,,,,,,,,,,,"81.44",,,,,,"144.69",,,,,,"28.44",,,,,,,"73.3",,,"54.08",
"346","2025-04-01 09:47:18","7","en","396882933","2025-04-01 09:39:32","2025-04-01 09:47:18","Yes, I am involved in research","Yes, I agree to participate in the study","31","Female","","I have no children",,"Switzerland","ETH","Physical Sciences & Engineering","XAI","PhD","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","No","volunteering","40","20","30","10","0","No",,"Yes",,"14","73","No","Yes","Yes","No","No","Yes","No","No","No","89","95","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","","0","52","No","No","No","No","No","No","No","dont know","1","1","","1","1","","","1","","","1","","","1","","1","1","","1","1","","","1","","3","3","3","77","68","57","26","95","2","40","56","27","99","468.53","30.84",,,"170.1",,,,,,,,,,,,,,,,,,,,,"91.77",,,,,,"79.27",,,,,,"36.73",,,,,,,"20.03",,,"39.79",
"349","2025-04-01 10:29:01","7","en","696595870","2025-04-01 10:19:42","2025-04-01 10:29:01","Yes, I am involved in research","Yes, I agree to participate in the study","46","Female","","I have no children",,"FRANCE","","Social Sciences & Humanities","EDUCATIONAL PSYCHOLOGY","PhD","","2006","Researcher/lecturer (fixed term)","",,,"No","Yes","No","","45","5","20","20","10",,,"Yes",,"61","67","No","No","Yes","Yes","No","No","No","No","Yes","99","83","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","","78","73","Yes","Yes","Yes","Yes","No","No","No","","","1","","","","1","","1","","1","","","","1","","","","1","","1","","","1","","70","62","66","62","47","47","53","88","88","88","88","81","92","559.62","10.26",,,"243.98",,,,,,,,,,,,,,,,,,,,,"102.79",,,,,,"102.04",,,,,,"45.64",,,,,,,"18.01",,,"36.9",
"351","2025-04-01 11:02:41","7","en","510985675","2025-04-01 10:51:27","2025-04-01 11:02:41","Yes, I am involved in research","Yes, I agree to participate in the study","30","Male","","I have no children",,"the Netherlands","University of Groningen","Social Sciences & Humanities","Developmental Psychology and Human Movement Sciences","Master","","2021","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","60","30","5","5","0","I don't know","15","Yes",,"20","50","No","No","Yes","No","No","Yes","No","Yes","No","0","0","No","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","","0","0","No","Yes","No","Yes","Yes","No","No","","","1","","1","","","1","1","","","1","","","1","","1","","","","1","","","1","","60","0","0","0","80","60","50","90","75","40","50","70","60","677.51","70.77",,,"249.53",,,,,,,,,,,,,,,,,,,,,"104.12",,,,,,"131.72",,,,,,"55.93",,,,,,,"25.44",,,"40",
"352","2025-04-01 12:17:22","7","en","955278488","2025-04-01 12:03:05","2025-04-01 12:17:22","Yes, I am involved in research","Yes, I agree to participate in the study","32","Male","","I have no children",,"Poland","Jagiellonian University","Social Sciences & Humanities","Cognitive Psychology","PhD","","2017","Postdoc (fixed term)","",,,"No","No","Yes","","75","0","15","0","10","Yes","40","Yes",,"70","65","No","No","Yes","Yes","No","No","Yes","No","No","80","75","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","","0","0","No","Yes","No","No","No","Yes","Yes","","1","","","1","1","","1","","","1","","","","1","","1","1","","1","1","","","1","","45","20","60","25","60","60","25","65","40","80","60","30","85","860.3","239.92",,,"227",,,,,,,,,,,,,,,,,,,,,"145.51",,,,,,"88.45",,,,,,"103.83",,,,,,,"22.32",,,"33.27",
"354","2025-04-01 12:54:30","7","en","597281924","2025-04-01 12:46:13","2025-04-01 12:54:30","Yes, I am involved in research","Yes, I agree to participate in the study","47","Male","","2","Less than 2 weeks","France","Université de Toulouse","Social Sciences & Humanities","social psychology","Other","HDR","2003","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","50","45","5","0","0",,,"Yes","25","30","65","No","Yes","Yes","No","No","Yes","No","No","No","95","100","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","","75","50","No","Yes","Yes","No","No","Yes","No","","","1","","","1","","1","","","1","1","1","","1","","1","1","","","","1","","1","","50","60","50","75","30","30","65","50","40","90","10","10","70","499.55","39.99",,,"180.65",,,,,,,,,,,,,,,,,,,,,"79.67",,,,,,"92.14",,,,,,"59.18",,,,,,,"21.23",,,"26.69",
"358","2025-04-01 13:53:22","7","en","1796287772","2025-04-01 13:44:38","2025-04-01 13:53:22","Yes, I am involved in research","Yes, I agree to participate in the study","29","Female","","I have no children",,"France","Université de Lyon","Social Sciences & Humanities","cognitive psychology","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","70","15","5","5","5","I don't know","15","No",,,,"No","No","Yes","Yes","No","Yes","No","No","No","50","81","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","","61","100","No","Yes","Yes","No","No","Yes","No","","","1","","1","1","","1","1","","","1","","","1","","","1","","","1","","1","1","","58","59","41","8","61","70","57","70","45","80","30","55","100","527.38","21.63",,,"177.99",,,,,,,,,,,,,,,,,,,,,"136.99",,,,,,"93.62",,,,,,"42.73",,,,,,,"23.53",,,"30.89",
"359","2025-04-01 13:52:16","7","en","273180110","2025-04-01 13:44:41","2025-04-01 13:52:16","Yes, I am involved in research","Yes, I agree to participate in the study","25","Non-binary","","I have no children",,"France","Université Lumière Lyon 2","Social Sciences & Humanities","Cognitive sciences","Master","","2023","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","60","10","10","10","10","Yes","65","No",,,,"No","No","Yes","Yes","No","Yes","No","No","No","90","100","Yes","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","","0","0","No","No","No","No","No","No","No","i don't know","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","90","22","1","66","100","70","90","90","92","91","10","62","86","457.94","19.8",,,"207.91",,,,,,,,,,,,,,,,,,,,,"89.05",,,,,,"73.33",,,,,,"38.17",,,,,,,"12.71",,,"16.97",
